FPR,TPR
0.0,0.0
0.07,0.24074074074074073
0.16,0.6851851851851852
0.23,0.7407407407407407
0.24,0.7592592592592593
0.35,0.8333333333333334
0.39,0.8333333333333334
0.68,0.9259259259259259
1.0,0.9814814814814815
1.0,1.0
