,Accuracy,Accuracy,Precision,Precision,Recall,Recall,F1,F1
,mean,std,mean,std,mean,std,mean,std
Config,,,,,,,,
Adaptive + Proactive,0.7131578947368421,0.016007269816574268,0.5804355490285508,0.03773680227750413,0.705160039028105,0.017217936345249145,0.6108772449581173,0.004632402100653706
Adaptive MLP,0.7418546365914787,0.004385964912280799,0.6636953601634196,0.0014200459721318995,0.5219196688614921,0.009477834396157968,0.5691272052180317,0.014070985584655839
Static MLP,0.7510822510822511,0.022804445352495085,0.6805152979066023,0.043725366858481086,0.5493827160493827,0.03854937036048391,0.6074031091052368,0.03473221155405868
